Trip ID,Pickup Date,Pickup Hours,Vehicle,Payment_type,No. of Passengers,Trip Distance,Booking Value,Location,Total Bookings
114052,2024-06-30 00:00:00,1899-12-30 13:08:37,UberX,Uber Pay,2,4,$19.25,Penn Station/Madison Sq West,1.00
114136,2024-06-30 00:00:00,1899-12-30 14:18:08,Uber Comfort,Uber Pay,1,4,$19.55,Clinton West,1.00
115282,2024-06-30 00:00:00,1899-12-30 17:13:52,UberXL,Amazon Pay,1,4,$14.5,Lenox Hill East,1.00
115628,2024-06-30 00:00:00,1899-12-30 17:13:19,Uber Green,Uber Pay,1,4,$20.65,Kips Bay,1.00
116367,2024-06-30 00:00:00,1899-12-30 20:10:18,Uber Black,Uber Pay,1,4,$16,Flatiron,1.00
116490,2024-06-30 00:00:00,1899-12-30 20:14:16,UberX,Uber Pay,1,4,$17,East Chelsea,1.00
116627,2024-06-30 00:00:00,1899-12-30 21:19:21,UberX,Cash,1,4,$15,Clinton East,1.00
116700,2024-06-30 00:00:00,1899-12-30 22:44:51,Uber Green,Uber Pay,1,4,$20.95,Greenwich Village South,1.00
116736,2024-06-30 00:00:00,1899-12-30 22:36:18,Uber Green,Cash,1,4,$14.5,Clinton East,1.00
1774,2024-06-01 00:00:00,1899-12-30 14:57:37,UberXL,Uber Pay,1,3.99,$16,Lincoln Square East,1.00
2935,2024-06-01 00:00:00,1899-12-30 21:14:56,UberX,Uber Pay,4,3.99,$14.02,Garment District,1.00
3324,2024-06-02 00:00:00,1899-12-30 07:29:32,Uber Green,Uber Pay,1,3.99,$15,Yorkville East,1.00
15587,2024-06-05 00:00:00,1899-12-30 21:08:58,Uber Green,Uber Pay,1,3.99,$19.36,Lenox Hill East,1.00
17907,2024-06-06 00:00:00,1899-12-30 19:14:27,Uber Black,Uber Pay,1,3.99,$19,Murray Hill,1.00
18898,2024-06-07 00:00:00,1899-12-30 11:25:49,UberX,Uber Pay,1,3.99,$17.5,Lincoln Square East,1.00
19948,2024-06-07 00:00:00,1899-12-30 18:55:10,UberX,Cash,1,3.99,$14,Midtown North,1.00
20134,2024-06-07 00:00:00,1899-12-30 20:02:55,UberX,Uber Pay,1,3.99,$18.16,East Harlem South,1.00
20190,2024-06-07 00:00:00,1899-12-30 20:02:04,Uber Green,Uber Pay,1,3.99,$19.96,Lincoln Square West,1.00
23312,2024-06-08 00:00:00,1899-12-30 18:01:12,UberX,Uber Pay,5,3.99,$17.66,Upper East Side North,1.00
23471,2024-06-08 00:00:00,1899-12-30 18:21:36,UberX,Cash,2,3.99,$14.5,JFK Airport,1.00
23917,2024-06-09 00:00:00,1899-12-30 01:02:56,Uber Black,Uber Pay,1,3.99,$20.32,Manhattan Valley,1.00
26330,2024-06-09 00:00:00,1899-12-30 16:27:36,Uber Black,Uber Pay,1,3.99,$25.99,Kips Bay,1.00
27411,2024-06-09 00:00:00,1899-12-30 20:48:48,UberX,Uber Pay,1,3.99,$17.56,Clinton East,1.00
31118,2024-06-10 00:00:00,1899-12-30 20:17:19,UberX,Uber Pay,3,3.99,$16.5,Union Sq,1.00
31131,2024-06-10 00:00:00,1899-12-30 19:57:41,Uber Comfort,Uber Pay,1,3.99,$17,East Harlem North,1.00
31148,2024-06-10 00:00:00,1899-12-30 20:52:01,Uber Comfort,Uber Pay,1,3.99,$17.56,Penn Station/Madison Sq West,1.00
35476,2024-06-12 00:00:00,1899-12-30 07:32:15,UberX,Uber Pay,1,3.99,$20.46,Flatiron,1.00
35608,2024-06-12 00:00:00,1899-12-30 08:19:19,UberX,Uber Pay,1,3.99,$15,East Harlem South,1.00
37469,2024-06-12 00:00:00,1899-12-30 15:27:39,UberX,Uber Pay,1,3.99,$18,Lenox Hill West,1.00
39151,2024-06-12 00:00:00,1899-12-30 13:21:15,Uber Green,Uber Pay,1,3.99,$18.16,Flatiron,1.00
41105,2024-06-13 00:00:00,1899-12-30 16:50:01,UberX,Uber Pay,2,3.99,$16,Penn Station/Madison Sq West,1.00
41920,2024-06-13 00:00:00,1899-12-30 20:54:13,UberX,Uber Pay,2,3.99,$16.96,Flatiron,1.00
41945,2024-06-13 00:00:00,1899-12-30 20:30:53,Uber Green,Cash,1,3.99,$14.5,UN/Turtle Bay South,1.00
43191,2024-06-14 00:00:00,1899-12-30 13:45:07,UberXL,Uber Pay,2,3.99,$20.46,Union Sq,1.00
43266,2024-06-14 00:00:00,1899-12-30 13:13:13,UberX,Uber Pay,1,3.99,$17.46,Upper West Side North,1.00
44185,2024-06-14 00:00:00,1899-12-30 19:52:29,Uber Comfort,Cash,1,3.99,$14,Penn Station/Madison Sq West,1.00
44500,2024-06-14 00:00:00,1899-12-30 21:23:05,UberX,Cash,5,3.99,$13.5,Garment District,1.00
44756,2024-06-15 00:00:00,1899-12-30 05:06:28,Uber Comfort,Cash,1,3.99,$12.5,Kips Bay,1.00
45111,2024-06-15 00:00:00,1899-12-30 08:51:24,UberX,Uber Pay,1,3.99,$16.5,Lincoln Square East,1.00
45285,2024-06-15 00:00:00,1899-12-30 08:01:21,UberX,Uber Pay,5,3.99,$19.26,Penn Station/Madison Sq West,1.00
49290,2024-06-16 00:00:00,1899-12-30 09:52:30,Uber Black,Uber Pay,1,3.99,$15.7,UN/Turtle Bay South,1.00
51057,2024-06-16 00:00:00,1899-12-30 15:52:51,Uber Green,Uber Pay,1,3.99,$17.46,Greenwich Village South,1.00
54634,2024-06-17 00:00:00,1899-12-30 12:50:50,UberX,Cash,5,3.99,$18.5,West Village,1.00
59151,2024-06-18 00:00:00,1899-12-30 13:55:59,UberX,Uber Pay,1,3.99,$24,Lincoln Square East,1.00
59314,2024-06-18 00:00:00,1899-12-30 14:10:09,Uber Black,Uber Pay,2,3.99,$25,Bloomingdale,1.00
60751,2024-06-18 00:00:00,1899-12-30 18:46:07,UberXL,Uber Pay,1,3.99,$17.06,Lincoln Square West,1.00
61357,2024-06-18 00:00:00,1899-12-30 22:52:35,UberX,Uber Pay,1,3.99,$17,Lenox Hill West,1.00
62201,2024-06-19 00:00:00,1899-12-30 09:18:05,UberXL,Uber Pay,2,3.99,$17,Sutton Place/Turtle Bay North,1.00
63095,2024-06-19 00:00:00,1899-12-30 12:00:27,Uber Comfort,Cash,1,3.99,$16,Central Park,1.00
65232,2024-06-19 00:00:00,1899-12-30 18:24:18,Uber Comfort,Uber Pay,1,3.99,$20.14,Clinton East,1.00
68627,2024-06-20 00:00:00,1899-12-30 18:09:40,UberX,Cash,1,3.99,$14.5,Upper West Side North,1.00
68810,2024-06-20 00:00:00,1899-12-30 19:45:26,Uber Comfort,Cash,1,3.99,$15,Garment District,1.00
69948,2024-06-21 00:00:00,1899-12-30 10:53:06,Uber Green,Uber Pay,1,3.99,$20,Lincoln Square East,1.00
72590,2024-06-22 00:00:00,1899-12-30 07:46:33,Uber Green,Cash,1,3.99,$13.5,East Elmhurst,1.00
73798,2024-06-22 00:00:00,1899-12-30 11:38:35,Uber Green,Uber Pay,1,3.99,$21.45,Little Italy/NoLiTa,1.00
79494,2024-06-23 00:00:00,1899-12-30 13:03:09,UberX,Uber Pay,2,3.99,$23.95,East Harlem North,1.00
79969,2024-06-23 00:00:00,1899-12-30 13:59:01,Uber Comfort,Uber Pay,5,3.99,$21.45,Greenwich Village North,1.00
81245,2024-06-23 00:00:00,1899-12-30 18:22:03,UberX,Uber Pay,4,3.99,$18.86,Lincoln Square East,1.00
83422,2024-06-24 00:00:00,1899-12-30 09:04:49,Uber Comfort,Uber Pay,1,3.99,$19,LaGuardia Airport,1.00
85615,2024-06-24 00:00:00,1899-12-30 15:31:29,UberX,Uber Pay,2,3.99,$19.19,World Trade Center,1.00
87400,2024-06-24 00:00:00,1899-12-30 21:47:21,Uber Green,Cash,3,3.99,$16.5,Lenox Hill West,1.00
88128,2024-06-25 00:00:00,1899-12-30 07:10:21,Uber Green,Cash,2,3.99,$14,Midtown East,1.00
89249,2024-06-25 00:00:00,1899-12-30 11:49:54,Uber Comfort,Uber Pay,1,3.99,$20.2,Stuy Town/Peter Cooper Village,1.00
89869,2024-06-25 00:00:00,1899-12-30 12:14:10,UberXL,Cash,1,3.99,$14.5,Yorkville West,1.00
90656,2024-06-25 00:00:00,1899-12-30 14:56:59,Uber Black,Uber Pay,1,3.99,$18.06,Yorkville West,1.00
90910,2024-06-25 00:00:00,1899-12-30 15:45:08,UberX,Cash,1,3.99,$16.5,East Village,1.00
93582,2024-06-26 00:00:00,1899-12-30 06:21:33,Uber Black,Cash,1,3.99,$13.5,East Harlem South,1.00
93821,2024-06-26 00:00:00,1899-12-30 07:26:15,Uber Green,Uber Pay,6,3.99,$21.5,Bloomingdale,1.00
97449,2024-06-26 00:00:00,1899-12-30 17:12:35,Uber Black,Uber Pay,1,3.99,$32.06,Lenox Hill West,1.00
107462,2024-06-29 00:00:00,1899-12-30 10:02:20,UberX,Uber Pay,1,3.99,$21,Penn Station/Madison Sq West,1.00
109583,2024-06-29 00:00:00,1899-12-30 16:30:32,UberXL,Cash,2,3.99,$15,Bloomingdale,1.00
111451,2024-06-30 00:00:00,1899-12-30 00:57:12,Uber Green,Uber Pay,1,3.99,$16.96,Kips Bay,1.00
114717,2024-06-30 00:00:00,1899-12-30 15:46:09,UberX,Cash,1,3.99,$14.5,Midtown East,1.00
115050,2024-06-30 00:00:00,1899-12-30 16:33:09,UberXL,Uber Pay,1,3.99,$21.7,Midtown South,1.00
116106,2024-06-30 00:00:00,1899-12-30 19:34:09,UberX,Uber Pay,1,3.99,$20.76,Fort Greene,1.00
1231,2024-06-01 00:00:00,1899-12-30 12:37:36,Uber Black,Cash,2,3.98,$16,Sutton Place/Turtle Bay North,1.00
2735,2024-06-01 00:00:00,1899-12-30 19:27:51,Uber Green,Uber Pay,1,3.98,$15.5,Stuy Town/Peter Cooper Village,1.00
4213,2024-06-02 00:00:00,1899-12-30 11:32:43,Uber Green,Uber Pay,1,3.98,$20.2,Upper West Side North,1.00
4382,2024-06-02 00:00:00,1899-12-30 12:33:12,Uber Black,Uber Pay,1,3.98,$20.49,UN/Turtle Bay South,1.00
5584,2024-06-02 00:00:00,1899-12-30 17:53:41,UberX,Cash,3,3.98,$14.5,Lincoln Square East,1.00
5641,2024-06-02 00:00:00,1899-12-30 18:22:11,Uber Black,Uber Pay,6,3.98,$20.06,West Village,1.00
7202,2024-06-03 00:00:00,1899-12-30 11:41:08,UberXL,Cash,1,3.98,$15.5,Lenox Hill East,1.00
13208,2024-06-05 00:00:00,1899-12-30 10:52:20,Uber Green,Cash,2,3.98,$15,Penn Station/Madison Sq West,1.00
13824,2024-06-05 00:00:00,1899-12-30 13:07:38,UberXL,Cash,1,3.98,$15,Upper East Side South,1.00
14213,2024-06-05 00:00:00,1899-12-30 15:40:06,UberX,Uber Pay,1,3.98,$18.66,Flatiron,1.00
15258,2024-06-05 00:00:00,1899-12-30 19:08:36,Uber Black,Uber Pay,4,3.98,$15,East Village,1.00
15325,2024-06-05 00:00:00,1899-12-30 19:44:14,UberX,Uber Pay,1,3.98,$18.26,Lincoln Square East,1.00
15896,2024-06-06 00:00:00,1899-12-30 06:52:25,UberXL,Uber Pay,1,3.98,$14.5,Kips Bay,1.00
19120,2024-06-07 00:00:00,1899-12-30 13:54:45,UberX,Cash,3,3.98,$14.5,Upper West Side North,1.00
20900,2024-06-08 00:00:00,1899-12-30 09:00:10,Uber Green,Cash,2,3.98,$15,Bloomingdale,1.00
21692,2024-06-08 00:00:00,1899-12-30 12:18:33,Uber Comfort,Uber Pay,1,3.98,$17,TriBeCa/Civic Center,1.00
23909,2024-06-09 00:00:00,1899-12-30 01:57:22,Uber Black,Cash,1,3.98,$14.5,Upper West Side South,1.00
24076,2024-06-09 00:00:00,1899-12-30 06:36:34,Uber Black,Uber Pay,1,3.98,$13,Garment District,1.00
30831,2024-06-10 00:00:00,1899-12-30 18:24:25,UberX,Uber Pay,6,3.98,$17.5,Yorkville West,1.00
32545,2024-06-11 00:00:00,1899-12-30 11:33:09,Uber Comfort,Uber Pay,1,3.98,$18,Gramercy,1.00
35254,2024-06-12 00:00:00,1899-12-30 06:37:39,Uber Green,Cash,1,3.98,$13,Yorkville West,1.00
35399,2024-06-12 00:00:00,1899-12-30 07:11:30,UberX,Uber Pay,1,3.98,$16.86,Kips Bay,1.00
36086,2024-06-12 00:00:00,1899-12-30 10:22:21,UberXL,Uber Pay,1,3.98,$23.32,Central Harlem,1.00
36961,2024-06-12 00:00:00,1899-12-30 13:05:07,Uber Comfort,Uber Pay,1,3.98,$15,Financial District South,1.00
37980,2024-06-12 00:00:00,1899-12-30 17:59:53,UberX,Uber Pay,5,3.98,$18.26,Midtown South,1.00
48167,2024-06-15 00:00:00,1899-12-30 19:25:34,UberX,Uber Pay,1,3.98,$19.49,Gramercy,1.00
49930,2024-06-16 00:00:00,1899-12-30 11:44:57,UberX,Uber Pay,1,3.98,$18.06,East Village,1.00
50976,2024-06-16 00:00:00,1899-12-30 15:33:29,Uber Comfort,Cash,3,3.98,$14.5,East Village,1.00
55004,2024-06-17 00:00:00,1899-12-30 14:30:48,UberX,Cash,5,3.98,$18,Gramercy,1.00
57072,2024-06-18 00:00:00,1899-12-30 00:22:31,UberX,Cash,1,3.98,$13.5,Penn Station/Madison Sq West,1.00
60894,2024-06-18 00:00:00,1899-12-30 19:41:13,UberXL,Uber Pay,2,3.98,$16.93,West Chelsea/Hudson Yards,1.00
62083,2024-06-19 00:00:00,1899-12-30 08:47:37,UberX,Uber Pay,1,3.98,$20.46,Upper East Side North,1.00
62932,2024-06-19 00:00:00,1899-12-30 12:59:47,UberX,Uber Pay,1,3.98,$21.06,Central Harlem,1.00
65407,2024-06-19 00:00:00,1899-12-30 19:01:01,Uber Comfort,Uber Pay,1,3.98,$17.06,Lenox Hill East,1.00
65541,2024-06-19 00:00:00,1899-12-30 20:41:48,Uber Black,Cash,1,3.98,$16,Times Sq/Theatre District,1.00
66832,2024-06-20 00:00:00,1899-12-30 10:42:00,UberX,Uber Pay,1,3.98,$16.26,East Village,1.00
66847,2024-06-20 00:00:00,1899-12-30 10:49:28,Uber Green,Uber Pay,1,3.98,$17.46,East Harlem South,1.00
71391,2024-06-21 00:00:00,1899-12-30 17:56:18,UberXL,Uber Pay,5,3.98,$19.84,Penn Station/Madison Sq West,1.00
73239,2024-06-22 00:00:00,1899-12-30 09:20:21,Uber Green,Uber Pay,1,3.98,$17.46,Clinton West,1.00
74435,2024-06-22 00:00:00,1899-12-30 13:05:57,UberX,Cash,1,3.98,$14.5,JFK Airport,1.00
80914,2024-06-23 00:00:00,1899-12-30 17:25:23,UberX,Uber Pay,1,3.98,$20.66,Yorkville West,1.00
81910,2024-06-23 00:00:00,1899-12-30 20:25:25,Uber Comfort,Cash,1,3.98,$14,LaGuardia Airport,1.00
81947,2024-06-23 00:00:00,1899-12-30 20:02:04,UberXL,Uber Pay,1,3.98,$17.56,Union Sq,1.00
84191,2024-06-24 00:00:00,1899-12-30 11:43:49,UberX,Uber Pay,1,3.98,$16.36,JFK Airport,1.00
85069,2024-06-24 00:00:00,1899-12-30 14:57:52,UberXL,Cash,2,3.98,$17,Upper West Side South,1.00
87570,2024-06-24 00:00:00,1899-12-30 22:42:31,Uber Black,Cash,2,3.98,$13,Midtown East,1.00
91054,2024-06-25 00:00:00,1899-12-30 15:52:02,UberXL,Uber Pay,1,3.98,$27.06,Murray Hill,1.00
93312,2024-06-25 00:00:00,1899-12-30 23:47:53,UberX,Uber Pay,1,3.98,$16.36,East Village,1.00
94643,2024-06-26 00:00:00,1899-12-30 10:27:28,Uber Comfort,Cash,2,3.98,$19.5,Central Park,1.00
95064,2024-06-26 00:00:00,1899-12-30 11:27:00,UberX,Uber Pay,1,3.98,$21.06,Central Harlem North,1.00
95393,2024-06-26 00:00:00,1899-12-30 12:42:52,Uber Comfort,Cash,2,3.98,$16,Midtown East,1.00
96270,2024-06-26 00:00:00,1899-12-30 16:17:11,UberXL,Cash,1,3.98,$17.5,East Harlem South,1.00
98804,2024-06-26 00:00:00,1899-12-30 21:54:32,UberX,Uber Pay,1,3.98,$18.16,East Chelsea,1.00
100348,2024-06-27 00:00:00,1899-12-30 12:08:29,Uber Comfort,Cash,6,3.98,$16,Park Slope,1.00
101823,2024-06-27 00:00:00,1899-12-30 14:13:52,UberX,Cash,5,3.98,$14,UN/Turtle Bay South,1.00
104663,2024-06-28 00:00:00,1899-12-30 15:18:37,UberX,Cash,3,3.98,$16,Times Sq/Theatre District,1.00
105828,2024-06-28 00:00:00,1899-12-30 21:51:13,Uber Black,Cash,1,3.98,$14,Clinton East,1.00
109720,2024-06-29 00:00:00,1899-12-30 16:39:44,UberX,Uber Pay,2,3.98,$17.5,Gramercy,1.00
111093,2024-06-29 00:00:00,1899-12-30 21:17:54,Uber Green,Uber Pay,1,3.98,$13.75,Seaport,1.00
112522,2024-06-30 00:00:00,1899-12-30 09:22:36,UberXL,Uber Pay,1,3.98,$22.7,Lenox Hill East,1.00
114743,2024-06-30 00:00:00,1899-12-30 15:54:53,Uber Comfort,Uber Pay,2,3.98,$12,Manhattan Valley,1.00
115897,2024-06-30 00:00:00,1899-12-30 18:34:50,UberXL,Uber Pay,1,3.98,$18.26,Gramercy,1.00
1792,2024-06-01 00:00:00,1899-12-30 14:35:24,Uber Black,Uber Pay,1,3.97,$17.5,Midtown Center,1.00
3264,2024-06-02 00:00:00,1899-12-30 06:52:26,Uber Black,Uber Pay,1,3.97,$16.5,Lincoln Square West,1.00
8034,2024-06-03 00:00:00,1899-12-30 15:59:10,UberXL,Cash,1,3.97,$13,JFK Airport,1.00
8190,2024-06-03 00:00:00,1899-12-30 16:21:50,UberX,Uber Pay,5,3.97,$19.82,Garment District,1.00
9303,2024-06-04 00:00:00,1899-12-30 06:36:28,UberX,Cash,1,3.97,$14,Lincoln Square East,1.00
10622,2024-06-04 00:00:00,1899-12-30 11:40:06,Uber Comfort,Cash,5,3.97,$15.5,Upper East Side North,1.00
11196,2024-06-04 00:00:00,1899-12-30 15:59:08,Uber Green,Cash,1,3.97,$15.5,Times Sq/Theatre District,1.00
12679,2024-06-05 00:00:00,1899-12-30 07:47:20,Uber Comfort,Cash,1,3.97,$16.5,UN/Turtle Bay South,1.00
16875,2024-06-06 00:00:00,1899-12-30 14:17:08,UberX,Cash,2,3.97,$13,Gramercy,1.00
18340,2024-06-07 00:00:00,1899-12-30 00:03:52,UberX,Uber Pay,2,3.97,$19.36,Midtown North,1.00
21246,2024-06-08 00:00:00,1899-12-30 10:05:20,UberXL,Cash,3,3.97,$16,Gramercy,1.00
21286,2024-06-08 00:00:00,1899-12-30 10:18:13,Uber Green,Uber Pay,1,3.97,$20.46,Yorkville West,1.00
22285,2024-06-08 00:00:00,1899-12-30 14:49:06,Uber Black,Uber Pay,1,3.97,$18.95,Lenox Hill West,1.00
22812,2024-06-08 00:00:00,1899-12-30 16:43:39,Uber Green,Uber Pay,3,3.97,$18.86,Upper East Side North,1.00
24033,2024-06-09 00:00:00,1899-12-30 06:43:08,UberXL,Uber Pay,1,3.97,$18.76,Boerum Hill,1.00
34258,2024-06-11 00:00:00,1899-12-30 17:42:40,Uber Comfort,Uber Pay,1,3.97,$14.5,Greenwich Village North,1.00
34770,2024-06-11 00:00:00,1899-12-30 19:49:49,UberX,Cash,1,3.97,$13,Lenox Hill West,1.00
35210,2024-06-12 00:00:00,1899-12-30 05:26:41,Uber Green,Cash,3,3.97,$14,Yorkville West,1.00
41365,2024-06-13 00:00:00,1899-12-30 17:50:35,Uber Black,Uber Pay,1,3.97,$17.46,Lincoln Square West,1.00
41784,2024-06-13 00:00:00,1899-12-30 19:31:26,Uber Comfort,Cash,1,3.97,$14,Yorkville East,1.00
42344,2024-06-13 00:00:00,1899-12-30 23:44:48,UberX,Cash,1,3.97,$14,Midtown East,1.00
42408,2024-06-14 00:00:00,1899-12-30 00:32:20,UberX,Cash,1,3.97,$14,SoHo,1.00
44680,2024-06-15 00:00:00,1899-12-30 00:30:42,Uber Green,Cash,1,3.97,$13,Murray Hill,1.00
45245,2024-06-15 00:00:00,1899-12-30 08:55:15,Uber Green,Uber Pay,1,3.97,$16.26,Yorkville West,1.00
48231,2024-06-15 00:00:00,1899-12-30 20:39:39,Uber Black,Cash,1,3.97,$14.5,Times Sq/Theatre District,1.00
51469,2024-06-16 00:00:00,1899-12-30 16:57:34,UberXL,Uber Pay,2,3.97,$19,Sutton Place/Turtle Bay North,1.00
52423,2024-06-16 00:00:00,1899-12-30 20:28:40,Uber Green,Uber Pay,1,3.97,$17.56,Union Sq,1.00
53066,2024-06-17 00:00:00,1899-12-30 07:40:25,Uber Comfort,Uber Pay,3,3.97,$17.7,West Village,1.00
59767,2024-06-18 00:00:00,1899-12-30 15:56:46,UberX,Uber Pay,1,3.97,$19.58,East Village,1.00
67988,2024-06-20 00:00:00,1899-12-30 15:00:59,Uber Green,Cash,1,3.97,$14.5,Kips Bay,1.00
68068,2024-06-20 00:00:00,1899-12-30 15:38:04,UberX,Uber Pay,1,3.97,$20.82,Clinton West,1.00
75294,2024-06-22 00:00:00,1899-12-30 15:36:42,UberX,Cash,1,3.97,$17.5,Garment District,1.00
75366,2024-06-22 00:00:00,1899-12-30 16:40:21,UberX,Uber Pay,1,3.97,$17.48,Penn Station/Madison Sq West,1.00
75376,2024-06-22 00:00:00,1899-12-30 16:34:37,UberX,Uber Pay,1,3.97,$19.46,Midtown Center,1.00
76376,2024-06-22 00:00:00,1899-12-30 18:37:16,Uber Comfort,Uber Pay,2,3.97,$18.26,Central Park,1.00
77172,2024-06-23 00:00:00,1899-12-30 00:54:01,UberX,Cash,1,3.97,$14,Clinton East,1.00
77785,2024-06-23 00:00:00,1899-12-30 08:36:19,UberX,Uber Pay,1,3.97,$21.66,Clinton East,1.00
78468,2024-06-23 00:00:00,1899-12-30 10:38:47,UberX,Cash,1,3.97,$17.5,East Village,1.00
82913,2024-06-24 00:00:00,1899-12-30 07:22:37,UberXL,Uber Pay,1,3.97,$17,Murray Hill,1.00
84385,2024-06-24 00:00:00,1899-12-30 12:00:02,Uber Comfort,Cash,1,3.97,$15.5,Upper West Side North,1.00
84740,2024-06-24 00:00:00,1899-12-30 13:49:51,Uber Green,Cash,2,3.97,$17,Clinton East,1.00
85150,2024-06-24 00:00:00,1899-12-30 14:45:30,UberX,Uber Pay,1,3.97,$22.26,Midtown Center,1.00
86920,2024-06-24 00:00:00,1899-12-30 18:13:39,UberX,Uber Pay,1,3.97,$16.5,East Harlem North,1.00
87748,2024-06-24 00:00:00,1899-12-30 23:49:19,UberX,Uber Pay,1,3.97,$19.36,Upper West Side North,1.00
88074,2024-06-25 00:00:00,1899-12-30 06:23:58,UberX,Uber Pay,1,3.97,$16.86,Upper West Side North,1.00
93162,2024-06-25 00:00:00,1899-12-30 22:02:13,UberXL,Uber Pay,3,3.97,$15.86,LaGuardia Airport,1.00
97078,2024-06-26 00:00:00,1899-12-30 17:56:15,Uber Comfort,Cash,1,3.97,$17.5,Upper West Side South,1.00
97866,2024-06-26 00:00:00,1899-12-30 18:24:31,UberX,Uber Pay,1,3.97,$18.58,Penn Station/Madison Sq West,1.00
99094,2024-06-27 00:00:00,1899-12-30 00:10:11,Uber Black,Uber Pay,2,3.97,$17.56,Greenwich Village South,1.00
99670,2024-06-27 00:00:00,1899-12-30 09:03:05,UberX,Cash,1,3.97,$13,Yorkville East,1.00
100017,2024-06-27 00:00:00,1899-12-30 11:52:36,Uber Black,Uber Pay,1,3.97,$25,Midtown East,1.00
104853,2024-06-28 00:00:00,1899-12-30 15:58:30,Uber Comfort,Uber Pay,1,3.97,$16.45,East Village,1.00
105187,2024-06-28 00:00:00,1899-12-30 18:44:18,UberXL,Uber Pay,1,3.97,$17.46,Lincoln Square East,1.00
107839,2024-06-29 00:00:00,1899-12-30 11:17:13,UberX,Uber Pay,2,3.97,$17,NV,1.00
109476,2024-06-29 00:00:00,1899-12-30 16:35:35,UberX,Uber Pay,5,3.97,$18.86,Central Harlem,1.00
109663,2024-06-29 00:00:00,1899-12-30 16:14:29,Uber Black,Uber Pay,1,3.97,$20.45,Lincoln Square West,1.00
112868,2024-06-30 00:00:00,1899-12-30 10:16:59,Uber Comfort,Uber Pay,5,3.97,$21.66,Gramercy,1.00
113804,2024-06-30 00:00:00,1899-12-30 13:26:26,Uber Black,Uber Pay,1,3.97,$22.08,TriBeCa/Civic Center,1.00
1142,2024-06-01 00:00:00,1899-12-30 12:21:27,UberX,Cash,1,3.96,$14,East Village,1.00
4148,2024-06-02 00:00:00,1899-12-30 11:12:02,Uber Green,Cash,1,3.96,$15,Midtown East,1.00
5873,2024-06-02 00:00:00,1899-12-30 19:09:53,Uber Black,Uber Pay,1,3.96,$17.32,East Village,1.00
9663,2024-06-04 00:00:00,1899-12-30 08:21:35,Uber Comfort,Uber Pay,1,3.96,$22.26,Upper West Side South,1.00
10912,2024-06-04 00:00:00,1899-12-30 14:52:39,UberX,Uber Pay,6,3.96,$18.66,Upper East Side North,1.00
11731,2024-06-04 00:00:00,1899-12-30 18:13:26,UberX,Uber Pay,2,3.96,$18.86,East Chelsea,1.00
12235,2024-06-04 00:00:00,1899-12-30 20:41:51,UberX,Uber Pay,1,3.96,$17.82,Times Sq/Theatre District,1.00
12786,2024-06-05 00:00:00,1899-12-30 08:39:36,Uber Comfort,Uber Pay,1,3.96,$18.06,Upper West Side North,1.00
15656,2024-06-05 00:00:00,1899-12-30 22:07:20,Uber Comfort,Uber Pay,1,3.96,$17.24,UN/Turtle Bay South,1.00
16183,2024-06-06 00:00:00,1899-12-30 09:44:42,Uber Black,Cash,1,3.96,$14,Lincoln Square West,1.00
19114,2024-06-07 00:00:00,1899-12-30 13:43:29,Uber Green,Uber Pay,1,3.96,$21.5,Upper West Side North,1.00
21759,2024-06-08 00:00:00,1899-12-30 12:13:32,Uber Green,Uber Pay,1,3.96,$20.2,Stuy Town/Peter Cooper Village,1.00
22684,2024-06-08 00:00:00,1899-12-30 15:32:48,UberXL,Uber Pay,1,3.96,$16,Lincoln Square East,1.00
31318,2024-06-10 00:00:00,1899-12-30 22:21:52,Uber Green,Cash,1,3.96,$13.5,Clinton West,1.00
31446,2024-06-11 00:00:00,1899-12-30 03:41:24,Uber Black,Cash,1,3.96,$16,Downtown Brooklyn/MetroTech,1.00
31967,2024-06-11 00:00:00,1899-12-30 08:58:27,UberX,Uber Pay,1,3.96,$21.06,Penn Station/Madison Sq West,1.00
32767,2024-06-11 00:00:00,1899-12-30 11:54:30,UberX,Uber Pay,1,3.96,$18.16,Washington Heights South,1.00
32946,2024-06-11 00:00:00,1899-12-30 12:16:42,UberX,Uber Pay,1,3.96,$25.86,Lenox Hill East,1.00
33511,2024-06-11 00:00:00,1899-12-30 14:42:35,UberX,Uber Pay,1,3.96,$15.05,Lenox Hill East,1.00
34100,2024-06-11 00:00:00,1899-12-30 16:37:45,UberX,Uber Pay,1,3.96,$20.68,Sunnyside,1.00
38074,2024-06-12 00:00:00,1899-12-30 17:19:05,Uber Green,Uber Pay,2,3.96,$22.09,Lenox Hill East,1.00
40875,2024-06-13 00:00:00,1899-12-30 15:04:16,Uber Black,Uber Pay,1,3.96,$17.46,Lenox Hill West,1.00
42285,2024-06-13 00:00:00,1899-12-30 22:06:10,UberXL,Uber Pay,1,3.96,$14,Financial District North,1.00
48372,2024-06-15 00:00:00,1899-12-30 21:40:57,UberX,Uber Pay,1,3.96,$18.76,Midtown North,1.00
52034,2024-06-16 00:00:00,1899-12-30 18:14:00,Uber Green,Uber Pay,1,3.96,$15.28,Penn Station/Madison Sq West,1.00
52824,2024-06-17 00:00:00,1899-12-30 05:56:31,Uber Comfort,Uber Pay,3,3.96,$16.74,Yorkville West,1.00
